brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
maruti,alto,2012,49650,petrol,manual,19.7,210000
honda,city,2019,37000,petrol,manual,17.8,950000
mahindra,xuv500,2021,46241,diesel,manual,16.0,1575000
skoda,superb,2016,83300,diesel,automatic,17.2,1250000
hyundai,creta,2018,88000,diesel,automatic,17.01,1245000
hyundai,i10,2013,78000,petrol,automatic,16.95,365000
maruti,alto,2018,52000,petrol,manual,22.74,225000
maruti,swift dzire,2017,62000,petrol,manual,20.85,595000
hyundai,grand,2016,31000,petrol,manual,18.9,450000
hyundai,grand,2019,28000,petrol,manual,18.9,511000
maruti,alto,2020,15000,petrol,manual,24.7,310000
maruti,alto,2018,70000,petrol,manual,22.74,250000
hyundai,i10,2015,120000,petrol,manual,20.36,330000
renault,duster,2018,75100,diesel,automatic,19.6,730000
volkswagen,polo,2019,47000,petrol,automatic,17.21,700000
ford,figo,2012,64857,diesel,manual,20.0,155000
ford,aspire,2018,40000,petrol,manual,18.16,500000
hyundai,i10,2011,59740,petrol,manual,20.36,230000
toyota,innova,2020,135000,diesel,automatic,11.36,1800000
volkswagen,polo,2018,75815,diesel,manual,20.14,590000
maruti,swift,2014,72000,diesel,manual,28.4,360000
tata,nexon,2020,90000,diesel,manual,21.5,850000
hyundai,verna,2020,40000,diesel,manual,22.0,975000
maruti,celerio,2017,19010,petrol,manual,23.1,431000
mahindra,xuv500,2015,100000,diesel,manual,15.1,700000
hyundai,grand,2020,31834,diesel,manual,24.0,598000
maruti,celerio,2019,32388,petrol,automatic,21.63,470000
renault,kwid,2018,50000,petrol,manual,25.17,252000
hyundai,verna,2010,110000,diesel,manual,18.1,230000
kia,seltos,2021,5400,petrol,automatic,16.8,1790000
ford,figo,2015,120000,diesel,manual,20.0,250000
maruti,vitara,2018,110000,diesel,manual,24.3,800000
mahindra,kuv100,2019,15000,diesel,manual,25.32,570000
hyundai,i20,2017,75000,diesel,manual,23.0,520000
datsun,redigo,2022,1001,petrol,automatic,23.0,425000
maruti,ciaz,2019,52000,diesel,manual,28.09,725000
hyundai,creta,2019,66000,petrol,automatic,13.0,1199000
hyundai,grand,2017,78389,diesel,manual,24.0,540000
hyundai,i20,2017,64000,diesel,manual,22.54,660000
hyundai,i20,2021,20000,petrol,manual,18.6,630000
maruti,swift dzire,2022,22200,diesel,automatic,28.4,790000
honda,jazz,2017,82000,diesel,manual,27.3,475000
honda,amaze,2021,8345,petrol,automatic,19.0,750000
maruti,swift,2015,54000,diesel,manual,22.9,450000
hyundai,grand,2019,37903,petrol,manual,18.9,643000
maruti,celerio,2017,71500,petrol,manual,23.1,295000
maruti,swift dzire,2017,72000,diesel,manual,26.59,695000
hyundai,grand,2018,5000,diesel,manual,24.0,535000
renault,duster,2015,80000,diesel,manual,19.87,450000
volkswagen,polo,2015,83500,diesel,manual,15.11,465000
hyundai,i20,2015,30000,diesel,manual,21.9,400000
mahindra,thar,2014,15000,diesel,manual,18.06,153000
hyundai,grand,2018,21689,petrol,automatic,18.9,600000
maruti,swift,2020,13300,petrol,manual,22.0,650000
tata,tiago,2021,20000,petrol,automatic,23.84,540000
hyundai,i10,2010,50000,petrol,manual,20.36,175000
hyundai,i20,2017,72000,diesel,manual,22.54,625000
honda,city,2021,20000,petrol,manual,17.4,1075000
hyundai,i10,2012,48216,petrol,manual,20.36,350000
hyundai,verna,2017,115958,diesel,manual,22.32,550000
hyundai,i10,2014,36000,petrol,manual,19.81,215000
hyundai,i20,2021,6258,petrol,automatic,17.4,775000
ford,figo,2017,120000,diesel,manual,20.0,360000
volkswagen,polo,2019,25000,diesel,manual,20.14,750000
renault,duster,2019,80000,diesel,manual,19.87,730000
hyundai,i20,2015,62000,diesel,manual,21.9,435000
mahindra,xuv500,2014,138489,diesel,manual,15.1,500000
maruti,swift,2019,21000,petrol,manual,20.4,495000
mahindra,kuv,2018,30000,diesel,manual,25.32,350000
maruti,swift,2010,85000,diesel,manual,17.8,275000
mahindra,bolero,2011,15000,diesel,manual,13.6,350000
maruti,alto,2016,80000,petrol,manual,23.95,270000
maruti,vitara,2019,64500,diesel,manual,24.3,850000
hyundai,i10,2012,171289,petrol,manual,20.36,230000
mahindra,xuv500,2016,110000,diesel,manual,15.1,750000
maruti,baleno,2018,23243,petrol,manual,21.4,687000
hyundai,i10,2012,69000,petrol,manual,20.36,300000
honda,city,2020,8600,petrol,manual,17.4,970000
maruti,ciaz,2017,30000,diesel,manual,28.09,750000
hyundai,i10,2011,56700,petrol,manual,20.36,245000
renault,kwid,2020,8000,petrol,automatic,24.04,430000
maruti,swift dzire,2020,18000,diesel,automatic,28.4,775000
hyundai,i20,2021,9000,petrol,manual,17.19,675000
hyundai,grand,2018,64300,diesel,manual,24.0,425000
maruti,swift,2017,68297,diesel,manual,25.2,650000
honda,city,2020,25000,petrol,manual,17.4,1050000
hyundai,verna,2013,41600,petrol,manual,16.2,459000
maruti,swift,2021,14000,petrol,automatic,21.21,690000
tata,harrier,2021,20000,diesel,manual,17.0,1500000
toyota,innova,2019,14000,diesel,automatic,13.68,2200000
maruti,alto,2019,35000,petrol,manual,24.7,290000
maruti,wagon r,2017,62400,petrol,manual,18.9,370000
hyundai,i10,2011,39054,petrol,manual,19.81,250000
maruti,alto,2019,21444,petrol,manual,24.7,311000
jeep,compass,2020,42000,diesel,manual,17.1,1700000
mahindra,xuv500,2016,65436,diesel,manual,15.1,900000
mahindra,scorpio,2009,76600,diesel,manual,10.5,375000
maruti,swift,2014,140000,diesel,manual,22.9,340000
toyota,innova,2010,132838,diesel,manual,12.8,400000
maruti,swift dzire,2016,50000,diesel,manual,23.4,490000
maruti,wagon r,2019,14000,petrol,manual,21.5,445000
honda,wr-v,2019,20000,petrol,manual,17.5,850000
hyundai,santro,2022,1780,petrol,manual,20.3,520000
maruti,swift,2014,123000,diesel,manual,22.9,475000
hyundai,i10,2018,38156,petrol,manual,19.81,463000
renault,kwid,2019,10000,petrol,manual,23.01,400000
hyundai,i10,2017,21000,petrol,manual,20.36,365000
maruti,swift,2015,67379,diesel,manual,22.9,380000
honda,amaze,2020,11000,petrol,manual,17.8,690000
hyundai,grand,2019,24000,petrol,automatic,18.9,499000
hyundai,i20,2018,73575,petrol,manual,18.6,450000
maruti,ertiga,2020,40000,petrol,manual,17.5,650000
honda,wr-v,2020,19000,petrol,manual,17.5,835000
honda,city,2020,25000,petrol,automatic,18.0,940000
hyundai,grand,2017,80000,diesel,manual,24.0,520000
mahindra,bolero,2015,59000,diesel,manual,15.96,651000
nissan,x-trail,2013,110000,diesel,manual,14.42,1100000
mahindra,xuv500,2016,150000,diesel,manual,15.1,725000
skoda,rapid,2019,10000,petrol,automatic,14.3,1120000
maruti,baleno,2018,72000,diesel,manual,27.39,675000
skoda,superb,2013,75000,diesel,automatic,17.2,725000
hyundai,i20,2016,75000,diesel,manual,22.54,530000
toyota,innova,2010,185000,diesel,manual,12.8,710000
hyundai,i20,2014,72200,diesel,manual,21.9,465000
mahindra,xuv500,2017,70000,diesel,manual,15.1,800000
hyundai,i20,2017,18745,petrol,manual,18.6,535000
ford,ecosport,2019,120000,diesel,manual,22.77,680000
maruti,wagon r,2017,20365,petrol,automatic,20.51,400000
honda,amaze,2021,20000,petrol,manual,19.5,615000
honda,amaze,2016,36001,diesel,manual,25.8,485000
honda,wr-v,2020,25000,diesel,manual,25.5,900000
ford,ecosport,2019,45400,petrol,manual,18.88,700000
mahindra,xuv500,2012,94000,diesel,manual,16.0,695000
audi,a4,2017,84000,diesel,automatic,18.25,1950000
bmw,5,2014,85000,diesel,automatic,18.48,1525000
honda,city,2018,65000,petrol,manual,17.8,700000
maruti,swift dzire,2014,153000,diesel,manual,23.4,380000
mahindra,scorpio,2021,40000,diesel,manual,16.36,1200000
mahindra,scorpio,2018,48000,diesel,manual,15.4,990000
maruti,swift,2014,40000,diesel,manual,22.9,400000
hyundai,grand,2018,100000,petrol,manual,18.9,430000
ford,aspire,2019,24000,diesel,manual,25.83,690000
hyundai,grand,2016,15408,petrol,manual,18.9,470000
honda,jazz,2017,39800,petrol,manual,18.7,585000
datsun,redigo,2019,45138,petrol,manual,22.5,322000
toyota,fortuner,2020,60000,diesel,manual,14.24,2700000
hyundai,creta,2019,63000,diesel,manual,21.38,1100000
jaguar,xe,2019,91795,diesel,automatic,13.5,2950000
maruti,swift dzire,2015,56000,petrol,manual,19.1,430000
hyundai,grand,2019,19000,petrol,manual,18.9,560000
maruti,swift dzire,2016,85000,diesel,manual,23.4,595000
maruti,swift,2020,50000,diesel,automatic,28.4,793000
hyundai,i20,2021,40000,diesel,manual,22.54,725000
tata,tiago,2020,42000,petrol,manual,23.84,520000
mahindra,marazzo,2020,45906,diesel,manual,17.3,1200000
hyundai,i20,2019,39000,petrol,manual,18.6,570000
maruti,swift dzire,2019,70000,petrol,manual,20.85,475000
tata,nexon,2020,30000,petrol,manual,17.0,750000
maruti,swift dzire,2018,29456,petrol,manual,17.5,550000
honda,wr-v,2020,33000,petrol,manual,17.5,825000
mahindra,bolero,2008,120000,diesel,manual,13.6,300000
hyundai,i10,2015,60343,lpg,manual,19.0,403000
toyota,innova,2017,192000,diesel,manual,12.99,1225000
skoda,octavia,2017,89000,diesel,automatic,19.3,1295000
volvo,xc,2015,122000,diesel,automatic,11.1,2450000
maruti,ignis,2020,25000,petrol,automatic,20.89,580000
maruti,wagon r,2019,50000,petrol,manual,20.51,380000
maruti,swift dzire,2019,70000,diesel,manual,28.4,690000
hyundai,santro,2013,74000,lpg,manual,13.45,250000
hyundai,i20,2014,68000,diesel,manual,21.9,370000
maruti,wagon r,2010,105379,cng,manual,26.6,219000
hyundai,i20,2015,50000,diesel,manual,21.9,420000
honda,city,2012,115000,petrol,manual,17.0,375000
honda,city,2017,80000,diesel,manual,26.0,675000
hyundai,verna,2016,80000,petrol,automatic,17.1,630000
toyota,innova,2018,60000,diesel,automatic,11.36,1800000
hyundai,grand,2020,36000,petrol,manual,18.9,540000
hyundai,creta,2021,51000,diesel,manual,21.38,1150000
renault,kwid,2017,19000,petrol,manual,20.71,335000
honda,amaze,2022,10000,petrol,manual,18.6,680000
honda,city,2017,83000,diesel,manual,26.0,675000
maruti,alto,2008,100000,petrol,manual,19.7,62000
maruti,alto,2014,79000,petrol,manual,19.7,200000
tata,safari,2010,150000,diesel,manual,11.57,300000
volkswagen,vento,2020,33000,diesel,automatic,21.21,925000
honda,city,2017,120000,diesel,manual,25.1,787000
maruti,swift dzire,2021,11000,petrol,automatic,22.0,700000
maruti,baleno,2021,16780,petrol,manual,21.01,695000
hyundai,grand,2021,5000,diesel,manual,24.0,590000
honda,amaze,2018,62156,diesel,manual,25.8,500000
hyundai,verna,2020,30000,petrol,manual,17.0,850000
hyundai,i20,2016,75000,diesel,manual,23.0,600000
maruti,wagon r,2017,17205,petrol,manual,20.51,400000
maruti,wagon r,2014,83000,petrol,manual,18.9,285000
maruti,wagon r,2016,50000,petrol,manual,20.51,351000
hyundai,santro,2021,7395,petrol,manual,20.3,480000
maruti,celerio,2020,10000,petrol,automatic,21.63,510000
maruti,baleno,2018,60150,petrol,manual,21.01,600000
maruti,swift,2019,50000,diesel,manual,28.4,680000
mahindra,bolero,2009,120000,diesel,manual,13.6,190000
ford,ecosport,2016,40000,petrol,manual,15.8,500000
hyundai,verna,2016,67500,diesel,manual,22.32,685000
hyundai,grand,2019,35000,petrol,manual,18.9,510000
maruti,swift,2017,178000,diesel,manual,25.2,530000
maruti,swift dzire,2018,50000,diesel,manual,26.59,600000
hyundai,i20,2016,64000,diesel,manual,22.54,540000
maruti,wagon r,2007,90000,petrol,manual,14.0,115000
audi,a4,2015,80000,petrol,automatic,15.64,1485000
honda,city,2016,99000,diesel,manual,25.1,649000
hyundai,verna,2014,100000,diesel,manual,22.32,360000
maruti,swift dzire,2020,52300,diesel,manual,26.59,660000
maruti,celerio,2017,23121,petrol,automatic,23.1,461000
honda,city,2015,52438,petrol,manual,16.9,420000
maruti,alto,2019,27265,petrol,automatic,23.95,371000
maruti,swift dzire,2019,120000,cng,manual,19.0,525000
maruti,wagon r,2020,2000,petrol,manual,20.51,450000
maruti,swift dzire,2011,38000,petrol,manual,17.5,249000
maruti,alto,2019,23701,petrol,manual,24.7,312000
hyundai,i20,2020,53861,diesel,manual,23.0,832000
hyundai,verna,2010,85753,diesel,manual,18.1,250000
hyundai,grand,2019,31734,petrol,manual,18.9,578000
maruti,ciaz,2017,70000,diesel,manual,28.09,475000
hyundai,grand,2015,58000,diesel,manual,24.0,399000
hyundai,creta,2019,41275,petrol,automatic,13.0,1150000
maruti,s-presso,2022,4500,petrol,manual,21.7,550000
toyota,yaris,2021,19000,petrol,automatic,17.8,1042000
maruti,alto,2013,50000,petrol,manual,20.92,230000
renault,kwid,2020,29000,petrol,manual,23.01,370000
volkswagen,polo,2015,113566,diesel,manual,22.07,415000
honda,city,2021,12000,diesel,manual,25.6,1080000
toyota,fortuner,2020,9000,diesel,automatic,12.9,3400000
maruti,wagon r,2017,38700,petrol,manual,18.9,375000
volkswagen,polo,2014,92000,diesel,manual,22.07,385000
tata,nexon,2021,10700,petrol,manual,17.0,920000
honda,city,2017,84000,petrol,manual,17.4,675000
maruti,eeco,2014,72422,petrol,manual,15.37,290000
toyota,innova,2015,126000,diesel,manual,12.99,800000
mahindra,xuv500,2020,23000,diesel,manual,15.1,1600000
maruti,alto,2009,60235,petrol,manual,19.7,100000
maruti,swift dzire,2012,110000,diesel,manual,19.3,280000
toyota,innova,2013,76325,diesel,manual,12.8,560000
hyundai,i10,2014,32000,petrol,manual,19.81,290000
maruti,vitara,2020,105000,diesel,manual,24.3,825000
skoda,octavia,2017,99000,diesel,automatic,19.3,1399000
maruti,wagon r,2011,48001,petrol,manual,18.9,219000
hyundai,grand,2019,50000,diesel,manual,24.0,425000
audi,a6,2018,16000,diesel,automatic,17.68,3300000
tata,nexon,2019,35000,diesel,manual,21.5,900000
hyundai,i20,2018,50000,petrol,manual,18.6,585000
hyundai,i20,2018,70000,diesel,manual,22.54,610000
maruti,wagon r,2015,35000,petrol,manual,18.9,250000
honda,jazz,2017,40569,petrol,manual,18.7,495000
mahindra,scorpio,2021,90000,diesel,manual,15.4,800000
hyundai,creta,2018,110000,diesel,automatic,17.01,1050000
maruti,baleno,2019,60881,diesel,manual,27.39,730000
renault,kwid,2018,32736,petrol,manual,23.01,310000
skoda,rapid,2014,72500,diesel,manual,20.5,295000
maruti,swift,2015,275000,diesel,manual,22.9,400000
honda,city,2016,35001,petrol,manual,17.4,675000
maruti,eeco,2018,15000,petrol,manual,15.37,350000
maruti,eeco,2020,59000,petrol,manual,15.37,360000
hyundai,grand,2016,151315,diesel,manual,24.0,300000
maruti,vitara,2019,61000,diesel,manual,24.3,841000
audi,a4,2013,38000,diesel,automatic,16.55,1500000
hyundai,i10,2010,80000,petrol,manual,20.36,150000
hyundai,i10,2012,56000,petrol,manual,20.36,375000
renault,kwid,2019,60000,petrol,manual,23.01,350000
maruti,alto,2015,180000,petrol,manual,22.74,180000
hyundai,i20,2012,49011,petrol,manual,17.0,385000
ford,figo,2016,48000,diesel,manual,20.0,450000
maruti,swift,2014,68000,diesel,manual,22.9,390000
maruti,alto,2017,105610,petrol,manual,22.74,250000
mahindra,bolero,2019,70000,diesel,manual,16.5,650000
maruti,wagon r,2011,113343,petrol,manual,18.9,178000
bmw,3,2011,64495,diesel,automatic,16.07,850000
maruti,celerio,2016,49000,petrol,automatic,23.1,335000
hyundai,i20,2018,63669,petrol,manual,18.6,645000
mahindra,bolero,2012,199900,diesel,manual,13.6,350000
toyota,innova,2013,103000,cng,manual,12.4,1080000
mahindra,thar,2019,38860,diesel,manual,16.55,875000
hyundai,i20,2020,8000,petrol,manual,18.6,775000
maruti,swift dzire,2020,6500,petrol,automatic,21.21,725000
hyundai,grand,2016,90000,petrol,manual,18.9,300000
honda,amaze,2020,68000,diesel,manual,24.7,540000
ford,figo,2021,31000,petrol,manual,18.16,525000
honda,jazz,2018,84000,petrol,manual,18.2,565000
maruti,swift dzire,2019,60852,diesel,manual,19.3,725000
hyundai,verna,2014,76800,diesel,manual,22.32,450000
hyundai,grand,2017,29751,petrol,manual,18.9,512000
maruti,wagon r,2021,40000,petrol,manual,21.79,450000
mini,cooper,2016,21800,petrol,automatic,15.6,2000000
hyundai,creta,2019,48001,diesel,manual,21.38,1025000
maruti,swift,2019,55000,diesel,manual,25.2,545000
ford,figo,2012,68176,diesel,manual,20.0,275000
maruti,s-presso,2022,2000,petrol,manual,21.7,450000
nissan,kicks,2021,40000,diesel,manual,19.39,1200000
hyundai,i20,2018,40000,petrol,manual,18.6,500000
ford,figo,2012,51060,diesel,manual,20.0,280000
hyundai,creta,2020,20000,diesel,manual,19.67,1100000
renault,duster,2017,159000,diesel,manual,19.01,625000
maruti,ertiga,2021,32000,petrol,automatic,18.69,975000
maruti,wagon r,2018,10000,petrol,manual,20.51,400000
jeep,compass,2019,54000,diesel,manual,17.1,1500000
hyundai,grand,2017,110000,diesel,manual,24.0,380000
hyundai,verna,2020,37000,petrol,manual,17.01,990000
renault,kwid,2018,54701,petrol,manual,23.01,260000
maruti,alto,2012,70000,petrol,manual,19.7,135000
mahindra,xuv500,2014,87500,diesel,manual,15.1,600000
maruti,swift dzire,2020,70000,diesel,automatic,28.4,800000
renault,duster,2016,49000,diesel,manual,19.01,550000
honda,wr-v,2019,70000,diesel,manual,25.5,760000
hyundai,i20,2013,111000,diesel,manual,23.0,399000
hyundai,i20,2011,11638,petrol,manual,20.35,300000
maruti,wagon r,2021,9605,petrol,manual,20.52,500000
renault,kwid,2018,58000,petrol,manual,23.01,345000
mahindra,kuv100,2020,22000,petrol,manual,18.15,450000
mahindra,marazzo,2022,20000,diesel,manual,17.3,950000
hyundai,creta,2020,70000,diesel,manual,22.1,998000
maruti,baleno,2022,30000,petrol,automatic,19.56,890000
volkswagen,polo,2018,146000,petrol,manual,18.78,350000
ford,figo,2019,40000,diesel,manual,24.29,580000
hyundai,grand,2018,30000,petrol,manual,18.9,550000
toyota,yaris,2020,30000,petrol,automatic,17.8,1300000
hyundai,verna,2019,28000,petrol,automatic,17.0,1090000
bmw,3,2013,90000,diesel,automatic,16.07,895000
mahindra,bolero,2009,110000,diesel,manual,13.6,250000
ford,ecosport,2017,27000,petrol,automatic,15.63,750000
honda,amaze,2017,40000,petrol,manual,18.0,450000
maruti,swift dzire,2012,60000,diesel,manual,19.3,310000
hyundai,i20,2017,27452,petrol,manual,18.6,540000
mahindra,bolero,2015,75000,diesel,manual,15.96,521000
maruti,alto,2017,18604,petrol,manual,22.74,310000
maruti,vitara,2020,48000,diesel,manual,24.3,855000
mahindra,thar,2017,36000,diesel,manual,18.06,725000
maruti,swift,2017,87020,petrol,manual,21.21,550000
mahindra,scorpio,2012,95000,diesel,automatic,11.79,500000
toyota,innova,2015,170000,diesel,manual,12.99,700000
maruti,alto,2014,32103,petrol,manual,20.92,245000
hyundai,i20,2012,72240,petrol,manual,17.0,350000
hyundai,i10,2013,66000,petrol,manual,20.36,285000
ford,aspire,2019,90000,diesel,manual,25.83,530000
maruti,swift dzire,2015,82000,diesel,manual,19.3,489000
renault,duster,2018,123000,diesel,manual,19.64,650000
hyundai,i20,2016,75000,diesel,manual,22.54,499000
volkswagen,polo,2014,72000,petrol,manual,16.47,311000
hyundai,i10,2012,50000,petrol,automatic,16.95,350000
toyota,fortuner,2019,30000,diesel,automatic,15.04,3300000
audi,a4,2015,55500,diesel,automatic,15.2,1500000
toyota,innova,2018,100000,diesel,manual,13.68,1600000
maruti,swift dzire,2019,32000,diesel,automatic,28.4,785000
maruti,swift dzire,2020,18000,petrol,automatic,21.21,750000
maruti,eeco,2018,15000,petrol,manual,15.37,350000
hyundai,i20,2016,40000,petrol,manual,18.6,460000
hyundai,i20,2021,11972,petrol,manual,18.6,635000
mahindra,scorpio,2014,212000,diesel,automatic,11.79,450000
maruti,swift dzire,2019,56000,diesel,manual,26.59,651000
hyundai,grand,2016,95094,diesel,manual,24.0,395000
maruti,swift,2012,74000,diesel,manual,28.4,340000
maruti,swift dzire,2019,48300,diesel,manual,28.4,350000
mahindra,bolero,2013,95000,diesel,manual,13.6,330000
renault,duster,2017,30000,diesel,manual,20.45,800000
maruti,eeco,2021,25000,petrol,manual,15.37,370000
maruti,swift dzire,2015,105000,petrol,manual,19.1,400000
ford,figo,2014,90000,diesel,manual,20.0,280000
volkswagen,vento,2017,50000,diesel,manual,22.27,550000
maruti,swift dzire,2015,56000,diesel,manual,19.3,520000
maruti,swift dzire,2018,110000,diesel,manual,26.59,535000
maruti,swift,2017,50000,petrol,manual,20.4,450000
maruti,alto,2018,25000,petrol,automatic,23.95,415000
honda,jazz,2018,46858,petrol,automatic,19.0,725000
tata,safari,2011,80000,diesel,manual,13.93,265000
ford,ecosport,2017,67300,petrol,manual,15.85,600000
hyundai,grand,2015,65000,diesel,manual,24.0,348000
maruti,swift dzire,2020,48000,petrol,automatic,21.21,765000
maruti,swift dzire,2016,36658,diesel,manual,23.4,590000
honda,city,2018,14000,petrol,automatic,18.0,850000
hyundai,verna,2014,57400,diesel,manual,16.8,525000
maruti,swift,2018,90000,petrol,manual,20.4,500000
maruti,alto,2021,32895,petrol,manual,22.05,300000
toyota,innova,2016,120000,diesel,manual,12.99,925000
maruti,swift,2016,16000,diesel,manual,25.2,500000
maruti,swift dzire,2012,35966,petrol,manual,17.5,260000
renault,duster,2019,50000,diesel,manual,19.87,750000
hyundai,i20,2019,27240,petrol,manual,17.19,642000
maruti,alto,2016,45075,petrol,manual,22.74,255000
renault,kwid,2020,7300,petrol,manual,25.17,330000
hyundai,i20,2018,40000,petrol,manual,17.19,500000
toyota,innova,2015,150000,diesel,manual,12.8,1190000
volkswagen,polo,2014,70000,diesel,manual,22.07,425000
tata,safari,2015,158000,diesel,manual,14.0,470000
mahindra,xuv500,2018,80000,diesel,automatic,16.0,1050000
toyota,fortuner,2014,147550,diesel,manual,13.0,1400000
renault,duster,2015,80000,diesel,manual,19.01,550000
porsche,cayenne,2017,38000,diesel,automatic,13.5,6300000
toyota,innova,2018,46000,diesel,automatic,11.36,1550000
maruti,alto,2018,15000,petrol,manual,22.74,295000
mercedes-benz,e-class,2011,107742,diesel,automatic,11.0,1175000
mahindra,scorpio,2019,58446,diesel,manual,15.4,900000
honda,city,2016,68000,diesel,manual,25.1,645000
hyundai,verna,2019,41000,diesel,manual,23.9,835000
datsun,redigo,2020,20000,petrol,manual,22.7,425000
mahindra,bolero,2021,35000,diesel,manual,15.96,870000
hyundai,i10,2014,36834,petrol,manual,20.36,365000
audi,a8,2017,25000,diesel,automatic,11.8,5500000
hyundai,i10,2012,70000,petrol,manual,20.36,225000
maruti,wagon r,2018,48000,petrol,manual,18.9,425000
hyundai,i20,2016,60000,diesel,manual,22.54,450000
hyundai,creta,2020,100000,diesel,manual,22.1,890000
renault,duster,2016,90000,diesel,manual,20.45,450000
maruti,ciaz,2019,57000,diesel,manual,28.09,720000
maruti,swift,2016,70000,petrol,manual,18.6,370000
hyundai,verna,2016,100000,diesel,manual,24.8,700000
maruti,baleno,2019,110000,petrol,manual,21.4,550000
toyota,innova,2016,100000,diesel,manual,12.99,1011000
isuzu,d-max,2020,120000,diesel,manual,12.4,1200000
volkswagen,vento,2016,69264,diesel,automatic,21.21,480000
audi,a6,2018,35000,diesel,automatic,18.53,3000000
maruti,swift dzire,2012,50000,diesel,manual,19.3,300000
mahindra,xuv500,2017,35000,diesel,manual,15.1,1100000
mahindra,bolero,2018,120000,diesel,manual,15.96,600000
maruti,wagon r,2011,85281,petrol,manual,18.9,210000
honda,civic,2021,13989,petrol,automatic,16.5,2150000
maruti,swift,2015,75486,diesel,manual,28.4,455000
ford,ecosport,2019,39000,diesel,manual,22.77,835000
hyundai,i20,2014,50000,petrol,manual,17.0,435000
honda,city,2017,62000,petrol,manual,17.8,650000
maruti,swift dzire,2018,41000,petrol,manual,20.85,665000
mahindra,scorpio,2012,102272,diesel,manual,12.05,520000
maruti,swift dzire,2010,84903,diesel,manual,19.3,340000
toyota,innova,2012,200000,diesel,manual,12.99,650000
maruti,alto,2018,62000,petrol,manual,22.74,295000
maruti,swift dzire,2017,190000,diesel,manual,26.59,500000
mahindra,xuv500,2022,2200,diesel,manual,15.1,1475000
hyundai,grand,2022,14000,petrol,automatic,20.7,690000
hyundai,verna,2014,60002,diesel,automatic,16.2,550000
maruti,ertiga,2021,30000,diesel,manual,25.47,1000000
maruti,ignis,2023,5000,petrol,manual,20.89,550000
hyundai,grand,2018,21986,petrol,manual,18.9,560000
hyundai,grand,2017,23787,petrol,manual,18.9,515000
hyundai,i20,2018,46000,petrol,manual,18.6,550000
honda,city,2018,129000,petrol,manual,17.8,725000
bmw,5,2014,90000,diesel,automatic,16.73,1650000
honda,city,2018,28000,petrol,automatic,18.0,850000
maruti,swift dzire,2014,100000,diesel,manual,19.3,371000
volkswagen,polo,2018,69000,diesel,manual,20.14,695000
hyundai,i10,2013,40000,petrol,manual,20.36,350000
ford,endeavour,2020,65000,diesel,automatic,10.91,3100000
hyundai,santro,2010,90000,petrol,manual,17.92,160000
jaguar,xf,2013,61000,diesel,automatic,14.74,1690000
maruti,swift,2009,106000,diesel,manual,17.8,299000
hyundai,verna,2016,45354,diesel,manual,22.32,600000
mahindra,thar,2019,20000,diesel,manual,16.55,870000
honda,city,2017,78000,petrol,automatic,18.0,895000
maruti,swift,2010,92000,diesel,manual,17.8,290000
renault,kwid,2020,30000,petrol,manual,25.17,350000
hyundai,i10,2018,70038,petrol,manual,19.81,420000
toyota,innova,2018,125000,diesel,manual,13.68,1625000
hyundai,i20,2019,57000,petrol,manual,18.6,690000
toyota,innova,2017,200000,diesel,manual,12.99,850000
volkswagen,vento,2017,49728,diesel,manual,20.34,625000
maruti,alto,2020,30000,petrol,manual,23.95,350000
hyundai,i10,2017,25000,petrol,manual,19.81,385000
toyota,innova,2013,133000,diesel,manual,12.99,545000
maruti,wagon r,2016,50000,lpg,manual,14.6,350000
ford,figo,2018,35000,petrol,manual,18.16,595000
honda,jazz,2020,32000,petrol,automatic,19.0,750000
honda,city,2017,75129,petrol,manual,17.4,640000
honda,city,2018,66000,diesel,manual,26.0,785000
hyundai,i20,2018,27965,petrol,manual,18.6,625000
maruti,swift,2016,70000,diesel,manual,25.2,350000
ford,figo,2019,53400,diesel,manual,20.0,550000
maruti,swift dzire,2017,49162,petrol,manual,22.0,495000
maruti,swift dzire,2015,200000,diesel,manual,23.4,370000
maruti,ignis,2021,8664,petrol,automatic,20.89,630000
datsun,go,2020,30000,petrol,manual,19.83,410000
maruti,swift,2018,110000,diesel,manual,25.2,650000
volkswagen,polo,2018,43000,petrol,manual,16.47,550000
maruti,baleno,2021,5800,petrol,manual,21.01,685000
hyundai,i20,2017,90000,diesel,manual,22.54,625000
renault,duster,2017,145953,diesel,manual,20.45,650000
renault,kwid,2022,1200,petrol,automatic,22.0,450000
mahindra,scorpio,2017,120000,diesel,manual,15.4,1020000
honda,amaze,2019,97000,diesel,manual,25.8,460000
maruti,swift,2014,100000,diesel,manual,22.9,425000
mahindra,xuv500,2017,79304,diesel,manual,16.0,985000
maruti,swift dzire,2017,53000,diesel,manual,26.59,645000
mahindra,xuv500,2019,62000,diesel,manual,16.0,1375000
maruti,alto,2014,69254,petrol,manual,20.92,230000
mercedes-benz,gl-class,2015,120000,diesel,automatic,12.0,3575000
honda,jazz,2020,58001,petrol,manual,16.0,600000
hyundai,grand,2019,40000,petrol,manual,17.0,410000
datsun,redigo,2019,40000,petrol,manual,22.5,260000
volkswagen,vento,2013,105000,diesel,manual,20.54,395000
honda,wr-v,2020,22000,petrol,manual,17.5,750000
maruti,swift,2015,70000,diesel,manual,28.4,490000
